model,car_type,fuel_type,max_speed,mean_rating,min_rating,avg_destroy_degree,driver_accident_mean,driver_rating_mean,fix_count,total_work_duration,feature_min_max_diff,feature_start,feature_quant,target_class
Skoda Rapid,economy,petrol,189.76002902562985,4.690344827586207,0.0,3.968571428571429,7.896551724137931,8.122988505747127,35,910,1.079,0.0,0.03575,electro_bug
Kia Sportage,standart,petrol,105.29097027079976,4.4990804597701155,0.1,3.565714285714286,8.67816091954023,7.798275862068966,35,926,96.90700000000001,7.793,1.88375,gear_stick
Renault Sandero,standart,petrol,117.71189851291987,4.986609195402298,0.57,3.834285714285714,7.854651162790698,8.075287356321839,35,966,93.10799999999999,2.04,-12.325,break_bug
Nissan Qashqai,standart,petrol,179.59710559588757,4.208045977011494,0.1,2.1942857142857144,6.994252873563219,8.065517241379311,35,961,14.111,-0.0,-0.0,engine_ignition
VW Tiguan,economy,petrol,157.22385771459471,4.479597701149426,0.1,3.5742857142857143,18.603448275862068,8.056896551724138,35,818,31.843000000000004,0.486,-2.0300000000000002,wheel_shake
Renault Sandero,standart,petrol,165.08810537896602,4.572183908045977,0.1,4.22,13.788617886178862,8.069540229885057,35,858,66.677,-2.803,-32.32025,another_bug
Renault Sandero,standart,petrol,185.75317782281076,4.151551724137931,0.1,2.6971428571428575,7.82183908045977,7.975287356321839,35,837,59.812,1.559,25.994,engine_ignition
Smart Coupe,economy,petrol,113.06371740992842,4.556436781609196,0.16,3.582857142857143,10.189655172413794,7.9287356321839075,35,938,16.200000000000003,0.0,0.0,gear_stick
Smart ForFour,economy,petrol,103.37714424951857,4.559252873563218,0.44,4.048571428571428,8.781609195402298,7.8356321839080465,35,904,29.018,-7.357,1.64975,gear_stick
Kia Rio,economy,petrol,180.95105856087335,4.337758620689655,0.1,2.882857142857143,7.316091954022989,7.954597701149424,35,856,50.346000000000004,1.468,6.06,engine_ignition
Kia Sportage,standart,petrol,193.52150143052245,4.370689655172414,0.1,3.7142857142857144,8.293103448275861,7.802873563218391,35,902,14.62,-0.0,0.001,engine_overheat
Kia Rio X-line,economy,petrol,187.24103112798144,4.064655172413793,0.0,4.297142857142857,7.132183908045977,7.924137931034482,35,854,80.949,2.503,28.0515,electro_bug
Kia Rio X-line,economy,petrol,160.62432160903296,3.942068965517241,0.0,3.1085714285714285,7.511494252873563,8.050574712643678,35,906,44.766000000000005,0.788,14.629,electro_bug
Renault Sandero,standart,petrol,193.39175021079745,4.189655172413793,0.1,3.6,9.235632183908047,7.8660919540229886,35,1050,32.662,4.065,8.64325,engine_overheat
Smart ForFour,economy,petrol,193.6793229926388,3.9982758620689656,0.1,3.6771428571428566,9.580459770114942,7.824137931034484,35,998,62.26,6.731,0.11425,engine_overheat
Smart Coupe,economy,petrol,200.0,4.156206896551724,0.0,3.4,7.502890173410405,8.022988505747126,35,807,78.362,-1.242,25.049999999999997,electro_bug
Kia Rio X,economy,petrol,143.5682345264992,4.501896551724138,0.1,3.1942857142857144,19.570247933884296,8.101724137931035,35,873,42.29,25.88,33.37675,wheel_shake
VW Tiguan,economy,petrol,192.45785026244403,4.0248275862068965,0.0,4.248571428571428,7.385057471264368,8.113793103448275,35,923,45.435,-0.058,10.8315,electro_bug
Smart ForFour,economy,petrol,191.93403535267203,4.23948275862069,0.1,3.277142857142857,7.775862068965517,8.020689655172413,35,870,36.188,-0.662,13.29375,engine_ignition
VW Polo VI,economy,petrol,187.86917597722763,4.147758620689656,0.1,2.9457142857142857,9.728323699421965,7.863793103448276,35,921,14.45,0.0,0.0,engine_overheat
Renault Kaptur,standart,petrol,167.52398525605378,4.692701149425287,0.1,3.4885714285714284,20.375,8.108620689655172,35,920,61.419999999999995,3.213,-10.915750000000001,another_bug
Kia Rio,economy,petrol,107.1943675066249,5.2443103448275865,0.1,3.1114285714285717,6.873563218390805,8.01494252873563,35,908,29.013,0.392,0.403,break_bug
Kia Rio X-line,economy,petrol,119.94281302305744,4.758275862068966,0.1,4.251428571428572,9.046511627906977,7.763793103448276,35,1032,14.299999999999999,0.0,0.0,gear_stick
Tesla Model 3,premium,electro,195.32130114292468,4.152241379310345,0.1,3.2857142857142856,11.901734104046243,9.188505747126436,35,896,58.253,-0.131,-1.966,engine_ignition
Smart ForTwo,economy,petrol,196.48412024707844,3.8622988505747124,0.1,3.0914285714285716,9.304597701149426,7.827586206896552,35,986,44.218,16.666,8.7955,engine_overheat
Audi A3,premium,petrol,184.99055881720236,4.32948275862069,0.1,3.8885714285714283,9.528735632183908,7.963218390804597,35,899,14.45,0.0,-0.0,engine_overheat
Hyundai Solaris,economy,petrol,152.19880173051618,4.609597701149426,0.1,3.5285714285714285,17.211382113821138,8.105747126436782,35,1046,72.515,0.652,10.5175,engine_check
Hyundai Solaris,economy,petrol,110.36229316417312,5.599597701149426,0.1,4.1085714285714285,7.413793103448276,8.02528735632184,35,1049,132.291,-17.122,6.91925,break_bug
Volkswagen ID.4 ,premium,electro,163.3118428973253,4.426149425287356,0.0,3.537142857142857,11.54335260115607,9.11896551724138,35,853,107.306,-20.94,10.02575,electro_bug
Smart ForTwo,economy,petrol,170.44005858234846,4.044252873563218,0.0,4.782857142857143,7.810344827586207,8.005747126436782,35,839,73.182,-8.944,-4.0142500000000005,electro_bug
Kia Rio X,economy,petrol,193.7883486812672,4.016551724137931,0.1,3.1542857142857144,7.459770114942529,7.97183908045977,35,831,48.432,0.42,28.42675,engine_ignition
Smart ForFour,economy,petrol,118.73347052896624,5.396954022988506,0.14,3.0228571428571427,7.7298850574712645,8.120689655172415,35,867,29.008000000000003,4.408,4.408,break_bug
Smart ForTwo,economy,petrol,198.0,4.83183908045977,0.1,3.9257142857142857,16.666666666666668,8.060919540229884,35,958,55.216,-21.895,-4.8942499999999995,another_bug
Kia Rio,economy,petrol,196.82563704401423,4.7652298850574715,0.1,3.774285714285714,15.956521739130435,8.055172413793104,35,943,82.05,9.475,10.0085,another_bug
Kia Rio X-line,economy,petrol,120.82621782249888,5.411436781609195,0.74,4.242857142857143,7.390804597701149,7.963218390804597,35,999,8.399,0.0,-0.001,break_bug
Kia Rio X-line,economy,petrol,108.05622708112956,4.6402298850574715,0.71,2.9285714285714284,9.39655172413793,7.8212643678160925,35,764,85.015,-1.755,-19.33375,gear_stick
Renault Sandero,standart,petrol,176.33722722565014,4.395344827586206,0.1,4.26,9.83815028901734,7.889655172413793,35,930,48.093,10.309,6.163,engine_overheat
Renault Sandero,standart,petrol,161.0,4.510804597701149,0.1,2.882857142857143,17.224137931034484,8.099425287356322,35,803,13.9,-0.0,-0.001,engine_check
Renault Sandero,standart,petrol,200.0,4.909655172413793,0.1,3.642857142857143,17.256880733944953,8.111494252873564,35,837,10.001000000000001,0.0,0.002,another_bug
Kia Rio X-line,economy,petrol,165.0,4.504540229885057,0.1,3.6342857142857143,18.25409836065574,8.010344827586207,35,774,74.146,1.026,3.2722499999999997,engine_check
VW Tiguan,economy,petrol,159.0,4.713275862068966,0.1,2.894285714285714,17.339285714285715,8.085632183908046,35,879,55.400999999999996,27.269,24.95825,engine_check
Audi Q3,premium,petrol,154.0,4.650229885057471,0.1,2.742857142857143,16.491803278688526,8.17816091954023,35,832,40.145,22.707,23.2435,engine_check
VW Polo VI,economy,petrol,156.85902775345622,4.530114942528735,0.1,2.722857142857143,14.088,8.077586206896552,35,842,48.519999999999996,-1.985,20.249000000000002,engine_check
Renault Sandero,standart,petrol,135.6142367340562,5.448103448275862,0.6,3.6028571428571428,7.988505747126437,8.044252873563218,35,933,29.003,3.694,3.696,break_bug
VW Polo,economy,petrol,195.0,4.629770114942529,0.1,3.202857142857143,18.289473684210527,8.144252873563218,35,949,67.865,15.174,27.8615,another_bug
Hyundai Solaris,economy,petrol,200.0,4.770862068965517,0.1,4.345714285714285,18.358974358974358,8.168390804597701,35,1006,42.983000000000004,5.876,1.442,another_bug
VW Polo,economy,petrol,117.28937999796013,5.600057471264368,0.1,3.1514285714285712,6.67816091954023,7.897701149425288,35,958,96.843,-12.765,8.496,break_bug
Smart ForFour,economy,petrol,194.47519027388284,4.188218390804598,0.1,2.882857142857143,6.67816091954023,7.9126436781609195,35,988,57.373,0.613,8.72675,engine_ignition
Kia Sportage,standart,petrol,200.0,4.574597701149425,0.0,3.2514285714285713,6.931034482758621,7.992528735632185,35,775,10.083,-0.0,0.03675,electro_bug
Kia Sportage,standart,petrol,186.6152777003699,4.312356321839081,0.1,3.2857142857142856,7.057471264367816,7.964367816091953,35,958,58.409,-0.448,40.594,engine_ignition
Smart ForFour,economy,petrol,197.82220126115232,4.128333333333334,0.1,4.231428571428571,18.10483870967742,8.148275862068965,35,926,76.588,-1.42,19.7165,engine_fuel
Nissan Qashqai,standart,petrol,184.51942487229485,3.9116666666666666,0.1,2.9057142857142857,7.448275862068965,7.980459770114942,35,933,15.131,-0.0,-0.001,engine_ignition
Mercedes-Benz E200,business,petrol,188.1945551643204,4.170344827586207,0.1,3.462857142857143,9.304597701149426,8.019540229885058,35,940,45.709999999999994,28.288,27.066,engine_overheat
VW Polo VI,economy,petrol,170.0961805158371,4.744885057471264,0.2,2.8685714285714288,15.959677419354838,8.005172413793105,35,831,65.721,0.743,7.466,engine_check
Tesla Model 3,premium,electro,101.97681304452236,4.413735632183908,0.1,3.4,14.35672514619883,9.135632183908045,35,796,59.887,2.941,10.64675,gear_stick
Renault Sandero,standart,petrol,186.4851703081078,4.2011494252873565,0.1,3.637142857142857,9.273255813953488,7.905172413793103,35,998,51.894,27.548,29.49575,engine_overheat
Smart ForTwo,economy,petrol,123.37593392777023,4.428275862068966,0.27,3.5771428571428574,9.24712643678161,7.917241379310345,35,945,29.012999999999998,1.97,1.962,gear_stick
Smart Coupe,economy,petrol,163.0,4.46632183908046,0.1,3.76,7.988505747126437,8.037931034482758,35,758,35.852000000000004,4.156,20.668,engine_ignition
Kia Rio X,economy,petrol,176.124471564081,4.070057471264368,0.1,2.8342857142857145,15.721739130434782,8.086781609195402,35,879,47.202,3.878,8.479,engine_fuel
Fiat 500,business,petrol,114.12995459391676,4.469885057471265,0.1,3.6285714285714286,9.454022988505747,7.903448275862069,35,872,10.6,0.0,-0.0,gear_stick
VW Polo VI,economy,petrol,139.126176670277,4.782988505747126,0.1,3.8714285714285714,14.706349206349206,8.135057471264368,35,874,8.299,-0.0,0.0,wheel_shake
MINI CooperSE,business,electro,99.9402170497675,5.337471264367816,0.1,3.4,7.531791907514451,8.064367816091954,35,937,8.6,0.0,0.0,break_bug
Smart ForTwo,economy,petrol,171.86661286907662,4.449252873563218,0.0,3.537142857142857,6.942528735632184,7.941954022988506,35,872,51.492000000000004,-20.104,11.08725,electro_bug
Smart ForFour,economy,petrol,104.4800586040186,4.314425287356322,0.1,4.674285714285714,9.425287356321839,7.815517241379311,35,991,81.504,-39.821,-15.877,gear_stick
Smart ForTwo,economy,petrol,177.32978453952325,3.6640804597701147,0.1,3.891428571428571,16.008849557522122,8.064942528735632,35,971,56.467000000000006,-0.569,39.818,engine_fuel
Mercedes-Benz GLC,business,petrol,181.2135890492056,4.072758620689655,0.0,3.517142857142857,8.741379310344827,8.423563218390806,35,887,7.086,0.0,0.042749999999999996,electro_bug
Kia Rio X,economy,petrol,195.9175636782577,3.9685632183908046,0.1,2.8914285714285715,6.005780346820809,7.931034482758621,35,959,64.713,-4.434,2.2595,engine_ignition
Kia Rio,economy,petrol,185.514166971624,4.688908045977011,0.1,4.051428571428572,16.429752066115704,8.056321839080459,35,903,74.92599999999999,3.343,12.938,another_bug
Renault Kaptur,standart,petrol,159.0,4.706609195402299,0.1,2.1914285714285717,15.124031007751938,8.058620689655173,35,881,76.91499999999999,2.328,7.4245,engine_check
Kia Sportage,standart,petrol,93.68598078826598,4.528448275862069,0.33,4.048571428571428,9.557471264367816,7.847701149425287,35,1007,89.235,-57.905,-8.6815,gear_stick
Smart ForFour,economy,petrol,185.016229320041,3.987988505747126,0.1,3.2342857142857144,7.833333333333333,7.987931034482759,35,865,60.434999999999995,-0.796,31.088250000000002,engine_ignition
Kia Rio X-line,economy,petrol,101.26302719773884,4.500287356321839,0.1,3.3771428571428572,9.063583815028903,7.852873563218392,35,871,65.525,1.782,23.445,gear_stick
Kia Rio X,economy,petrol,122.2234030327454,4.509137931034483,0.1,4.211428571428572,8.557471264367816,7.8212643678160925,35,1032,41.004999999999995,-15.201,3.802,gear_stick
Renault Kaptur,standart,petrol,119.33118428238272,5.242471264367817,0.1,4.177142857142857,7.057471264367816,7.994827586206896,35,948,62.918,1.94,0.15125,break_bug
VW Polo,economy,petrol,99.80874076101192,5.426954022988506,0.75,4.062857142857142,7.706896551724138,7.971264367816092,35,939,56.168000000000006,-19.798,6.804,break_bug
Kia Rio,economy,petrol,118.27383390675894,5.082126436781609,0.1,3.717142857142857,7.137931034482759,7.966091954022988,35,929,29.029,-12.663,0.343,break_bug
Kia Sportage,standart,petrol,194.73009752206175,3.96683908045977,0.1,2.58,7.241379310344827,7.998275862068966,35,803,44.381,2.553,33.85625,engine_ignition
Renault Kaptur,standart,petrol,186.19342763615404,4.689022988505747,0.1,3.8942857142857146,15.585585585585585,8.06264367816092,35,979,60.870000000000005,2.773,-0.512,another_bug
Nissan Qashqai,standart,petrol,196.91943729126584,4.024770114942529,0.1,3.8542857142857145,9.07514450867052,7.832758620689655,35,885,60.107,11.553,1.86025,engine_overheat
Hyundai Solaris,economy,petrol,111.35594986133988,5.388390804597702,0.38,3.6885714285714286,7.747126436781609,8.060919540229884,35,959,67.003,-41.002,-2.674,break_bug
Kia Sportage,standart,petrol,106.1682100006882,4.473448275862069,0.1,3.6857142857142855,8.74712643678161,7.790229885057471,35,931,33.01,-16.124,2.881,gear_stick
Renault Kaptur,standart,petrol,104.8885372896872,4.540919540229885,0.31,3.9485714285714284,8.919540229885058,7.808045977011494,35,834,71.637,-0.797,2.41325,gear_stick
Nissan Qashqai,standart,petrol,198.209702814105,4.304022988505747,0.1,3.025714285714286,8.68208092485549,7.862643678160919,35,822,45.227000000000004,14.284,8.328,engine_overheat
Mercedes-Benz E200,business,petrol,155.0,4.455172413793104,0.1,2.8657142857142857,17.10169491525424,8.310344827586206,35,958,75.831,0.508,-5.77325,engine_check
VW Polo VI,economy,petrol,193.0,4.766379310344828,0.1,3.951428571428572,13.724409448818898,8.013218390804598,35,964,51.018,8.644,13.96125,another_bug
VW Polo VI,economy,petrol,129.4139049774766,4.5792528735632185,0.1,3.277142857142857,16.594827586206897,8.1183908045977,35,955,64.375,26.843,21.509999999999998,wheel_shake
Kia Sportage,standart,petrol,158.0,4.787471264367816,0.1,3.374285714285714,18.13953488372093,8.130459770114943,35,820,39.971,39.507,24.51225,engine_check
Renault Kaptur,standart,petrol,125.4164246265576,5.490402298850575,0.1,3.965714285714286,7.327586206896552,8.001149425287357,35,971,68.297,4.672,-2.418,break_bug
Renault Kaptur,standart,petrol,159.0,4.508563218390805,0.1,2.8971428571428572,17.163636363636364,8.107471264367817,35,854,80.36,-0.551,-1.85275,engine_check
Kia Rio X,economy,petrol,190.4868535639057,4.08316091954023,0.1,3.565714285714286,7.902298850574713,8.079885057471264,35,933,46.544,-0.823,33.211,engine_ignition
Skoda Rapid,economy,petrol,168.04561761944154,4.701724137931035,0.42,2.882857142857143,13.194690265486726,8.072413793103447,35,994,44.247,11.237,6.9885,engine_check
Renault Sandero,standart,petrol,181.3080206706258,4.067528735632184,0.1,2.822857142857143,16.866071428571427,8.052873563218391,35,910,13.26,0.0,-0.001,engine_fuel
VW Polo,economy,petrol,114.82124394594123,4.6337931034482756,0.1,3.9485714285714284,9.275862068965518,7.779310344827586,35,946,56.499,-0.445,-11.96175,gear_stick
VW Polo VI,economy,petrol,106.57309477549748,4.628333333333334,0.1,3.1285714285714286,9.121387283236995,7.8,35,777,12.599,-0.0,-0.001,gear_stick
Smart ForFour,economy,petrol,177.30479987123434,4.629367816091954,0.1,3.1885714285714286,17.528,8.157471264367816,35,970,68.79,-0.597,36.811,engine_check
Hyundai Solaris,economy,petrol,123.53239730843904,4.57051724137931,0.1,3.294285714285714,8.982758620689655,7.8212643678160925,35,885,69.0,-0.83,-22.79675,gear_stick
VW Polo,economy,petrol,187.40151060701365,4.133390804597702,0.1,3.0714285714285716,7.551724137931035,7.994827586206896,35,780,14.109,-0.0,-0.0,engine_ignition
Audi A4,premium,petrol,199.41420045649735,3.9803448275862072,0.1,2.6,7.252873563218391,8.082183908045977,35,954,15.298,-0.0,0.0,engine_ignition
VW Tiguan,economy,petrol,121.98535207401925,5.589885057471264,0.3,3.74,6.85632183908046,8.03103448275862,35,869,29.033,4.221,4.226,break_bug
Kia Sportage,standart,petrol,112.28255124012205,5.215919540229885,0.53,3.294285714285714,7.310344827586207,8.059195402298851,35,845,29.03,-15.18,3.827,break_bug
Skoda Rapid,economy,petrol,192.30120347804703,4.14367816091954,0.0,3.42,7.327586206896552,8.078735632183909,35,848,56.932,-40.281,-15.2975,electro_bug
Nissan Qashqai,standart,petrol,193.27542654180516,4.694137931034483,0.1,3.9057142857142852,16.504065040650406,8.047126436781609,35,977,100.378,5.346,-23.01125,another_bug
VW Polo VI,economy,petrol,119.0,4.68448275862069,0.2,3.462857142857143,16.166666666666668,8.154022988505746,35,896,9.9,-0.0,-0.001,wheel_shake
Smart ForTwo,economy,petrol,177.4203352309604,4.605862068965517,0.37,2.8114285714285714,14.705426356589147,7.961494252873563,35,909,67.406,-0.513,19.29825,engine_check
Skoda Rapid,economy,petrol,109.72536447831288,5.464712643678161,0.46,3.8800000000000003,7.005747126436781,7.996551724137931,35,949,29.02,0.594,0.584,break_bug
Smart Coupe,economy,petrol,187.0,4.567988505747127,0.1,2.7714285714285714,17.321100917431192,8.125862068965517,35,1021,70.058,-3.632,10.39175,another_bug
Renault Kaptur,standart,petrol,131.3321720854777,4.5086781609195405,0.1,3.5142857142857142,9.104651162790697,7.794827586206896,35,815,34.982,-9.884,4.124,gear_stick
Kia Rio X,economy,petrol,193.0,4.300747126436782,0.0,3.568571428571429,6.982758620689655,7.9672413793103445,35,878,73.411,4.055,7.4695,electro_bug
Kia Rio X,economy,petrol,159.86812484340285,4.702471264367817,0.1,3.182857142857143,18.47244094488189,8.132758620689655,35,798,75.809,0.802,52.2185,engine_check
Mercedes-Benz E200,business,petrol,98.97046194043769,4.657183908045977,0.1,4.057142857142857,9.011494252873563,8.045402298850576,35,941,68.41900000000001,-6.867,17.75,gear_stick
